context_input,accelerate,boost,dash,stay,turn_left_111,turn_left_15,turn_left_20,turn_left_22,turn_left_23,turn_left_24,turn_left_26,turn_left_27,turn_left_28,turn_left_29,turn_left_30,turn_left_31,turn_left_32,turn_left_33,turn_left_34,turn_left_36,turn_left_37,turn_left_38,turn_left_40,turn_left_41,turn_left_42,turn_left_43,turn_left_44,turn_left_45,turn_left_46,turn_left_47,turn_left_48,turn_left_50,turn_left_51,turn_left_52,turn_left_54,turn_left_56,turn_left_57,turn_left_58,turn_left_59,turn_left_60,turn_left_62,turn_left_64,turn_left_65,turn_left_67,turn_left_69,turn_left_70,turn_left_71,turn_left_72,turn_left_73,turn_left_75,turn_left_76,turn_left_77,turn_left_82,turn_left_84,turn_left_86,turn_left_87,turn_left_90,turn_right_131,turn_right_15,turn_right_37,turn_right_45,turn_right_56,turn_right_90
"Enemy is 0.82 meters ahead, angle 21.6 degrees, edge distance 3.34, center distance 0.4, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 2.1 meters ahead, angle -104.3 degrees, edge distance 3.37, center distance 4.84, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.39 meters ahead, angle -20.5 degrees, edge distance 0.45, center distance 2.96, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 2.1 meters ahead, angle -104.3 degrees, edge distance 3.37, center distance 4.84, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.39 meters ahead, angle -20.5 degrees, edge distance 0.45, center distance 2.96, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 2.05 meters ahead, angle 7.5 degrees, edge distance 4.02, center distance 3.01, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Enemy is 1.39 meters ahead, angle -20.5 degrees, edge distance 0.45, center distance 2.96, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 2.05 meters ahead, angle 7.5 degrees, edge distance 4.02, center distance 3.01, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.39 meters ahead, angle -60.6 degrees, edge distance 0.67, center distance 2.33, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 2.05 meters ahead, angle 7.5 degrees, edge distance 4.02, center distance 3.01, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.39 meters ahead, angle -60.6 degrees, edge distance 0.67, center distance 2.33, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 2.22 meters ahead, angle -54.1 degrees, edge distance 1.15, center distance 4.8, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 1.39 meters ahead, angle -60.6 degrees, edge distance 0.67, center distance 2.33, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 2.22 meters ahead, angle -54.1 degrees, edge distance 1.15, center distance 4.8, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 0.84 meters ahead, angle 35.1 degrees, edge distance 4.46, center distance 3.28, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 2.22 meters ahead, angle -54.1 degrees, edge distance 1.15, center distance 4.8, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True [CTX] Enemy is 0.84 meters ahead, angle 35.1 degrees, edge distance 4.46, center distance 3.28, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.01 meters ahead, angle 108.8 degrees, edge distance 3.34, center distance 2.26, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Enemy is 0.84 meters ahead, angle 35.1 degrees, edge distance 4.46, center distance 3.28, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.01 meters ahead, angle 108.8 degrees, edge distance 3.34, center distance 2.26, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.13 meters ahead, angle -58.1 degrees, edge distance 4.67, center distance 2.39, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 1.01 meters ahead, angle 108.8 degrees, edge distance 3.34, center distance 2.26, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.13 meters ahead, angle -58.1 degrees, edge distance 4.67, center distance 2.39, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 1.21 meters ahead, angle 149.7 degrees, edge distance 0.65, center distance 3.41, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.13 meters ahead, angle -58.1 degrees, edge distance 4.67, center distance 2.39, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 1.21 meters ahead, angle 149.7 degrees, edge distance 0.65, center distance 3.41, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.46 meters ahead, angle 143.9 degrees, edge distance 3.64, center distance 1.04, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.21 meters ahead, angle 149.7 degrees, edge distance 0.65, center distance 3.41, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.46 meters ahead, angle 143.9 degrees, edge distance 3.64, center distance 1.04, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False [CTX] pos:-3.30,1.11; rot:270; vel:0.00,0.00; ang_vel:0.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.46 meters ahead, angle 143.9 degrees, edge distance 3.64, center distance 1.04, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False [CTX] pos:-3.30,1.11; rot:270; vel:0.00,0.00; ang_vel:0.00 [CTX] pos:3.70,1.11; rot:90; vel:0.00,0.00; ang_vel:0.00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-3.30,1.11; rot:270; vel:0.00,0.00; ang_vel:0.00 [CTX] pos:3.70,1.11; rot:90; vel:0.00,0.00; ang_vel:0.00 [CTX] pos:1.03,1.11; rot:164; vel:0.66,-0.00; ang_vel:121.41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:3.70,1.11; rot:90; vel:0.00,0.00; ang_vel:0.00 [CTX] pos:1.03,1.11; rot:164; vel:0.66,-0.00; ang_vel:121.41 [CTX] pos:1.22,1.11; rot:197; vel:0.30,-0.00; ang_vel:51.52",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:1.03,1.11; rot:164; vel:0.66,-0.00; ang_vel:121.41 [CTX] pos:1.22,1.11; rot:197; vel:0.30,-0.00; ang_vel:51.52 [CTX] pos:1.24,1.04; rot:198; vel:1.18,-3.82; ang_vel:49.46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:1.22,1.11; rot:197; vel:0.30,-0.00; ang_vel:51.52 [CTX] pos:1.24,1.04; rot:198; vel:1.18,-3.82; ang_vel:49.46 [CTX] pos:-1.05,1.11; rot:18; vel:-0.06,-0.00; ang_vel:10.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"pos:1.24,1.04; rot:198; vel:1.18,-3.82; ang_vel:49.46 [CTX] pos:-1.05,1.11; rot:18; vel:-0.06,-0.00; ang_vel:10.92 [CTX] pos:-0.95,1.11; rot:18; vel:-0.28,-0.00; ang_vel:49.46",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-1.05,1.11; rot:18; vel:-0.06,-0.00; ang_vel:10.92 [CTX] pos:-0.95,1.11; rot:18; vel:-0.28,-0.00; ang_vel:49.46 [CTX] pos:-0.61,-0.25; rot:356; vel:0.07,4.00; ang_vel:4.27",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-0.95,1.11; rot:18; vel:-0.28,-0.00; ang_vel:49.46 [CTX] pos:-0.61,-0.25; rot:356; vel:0.07,4.00; ang_vel:4.27 [CTX] pos:-0.05,1.26; rot:26; vel:1.11,2.24; ang_vel:99.52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"pos:-0.61,-0.25; rot:356; vel:0.07,4.00; ang_vel:4.27 [CTX] pos:-0.05,1.26; rot:26; vel:1.11,2.24; ang_vel:99.52 [CTX] pos:0.27,1.90; rot:54; vel:0.47,0.95; ang_vel:40.54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-0.05,1.26; rot:26; vel:1.11,2.24; ang_vel:99.52 [CTX] pos:0.27,1.90; rot:54; vel:0.47,0.95; ang_vel:40.54 [CTX] pos:-1.68,2.59; rot:23; vel:-0.28,0.68; ang_vel:82.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"pos:0.27,1.90; rot:54; vel:0.47,0.95; ang_vel:40.54 [CTX] pos:-1.68,2.59; rot:23; vel:-0.28,0.68; ang_vel:82.22 [CTX] pos:-1.68,2.59; rot:24; vel:-0.28,0.68; ang_vel:82.22",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-1.68,2.59; rot:23; vel:-0.28,0.68; ang_vel:82.22 [CTX] pos:-1.68,2.59; rot:24; vel:-0.28,0.68; ang_vel:82.22 [CTX] pos:-1.35,3.03; rot:83; vel:-0.36,0.32; ang_vel:11.28",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-1.68,2.59; rot:24; vel:-0.28,0.68; ang_vel:82.22 [CTX] pos:-1.35,3.03; rot:83; vel:-0.36,0.32; ang_vel:11.28 [CTX] pos:-2.99,3.11; rot:111; vel:-0.57,0.18; ang_vel:53.82",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-1.35,3.03; rot:83; vel:-0.36,0.32; ang_vel:11.28 [CTX] pos:-2.99,3.11; rot:111; vel:-0.57,0.18; ang_vel:53.82 [CTX] pos:-1.96,3.11; rot:84; vel:-3.98,0.42; ang_vel:8.14",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-2.99,3.11; rot:111; vel:-0.57,0.18; ang_vel:53.82 [CTX] pos:-1.96,3.11; rot:84; vel:-3.98,0.42; ang_vel:8.14 [CTX] pos:-3.30,1.11; rot:268; vel:0.00,0.00; ang_vel:0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"pos:-1.96,3.11; rot:84; vel:-3.98,0.42; ang_vel:8.14 [CTX] pos:-3.30,1.11; rot:268; vel:0.00,0.00; ang_vel:0.00 [CTX] pos:-3.30,1.11; rot:270; vel:0.00,0.00; ang_vel:0.00",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-3.30,1.11; rot:268; vel:0.00,0.00; ang_vel:0.00 [CTX] pos:-3.30,1.11; rot:270; vel:0.00,0.00; ang_vel:0.00 [CTX] pos:0.46,1.34; rot:155; vel:-0.09,0.25; ang_vel:66.35",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-3.30,1.11; rot:270; vel:0.00,0.00; ang_vel:0.00 [CTX] pos:0.46,1.34; rot:155; vel:-0.09,0.25; ang_vel:66.35 [CTX] pos:0.44,1.38; rot:166; vel:-0.06,0.16; ang_vel:44.11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:0.46,1.34; rot:155; vel:-0.09,0.25; ang_vel:66.35 [CTX] pos:0.44,1.38; rot:166; vel:-0.06,0.16; ang_vel:44.11 [CTX] pos:0.30,0.63; rot:173; vel:-0.52,-3.97; ang_vel:29.33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:0.44,1.38; rot:166; vel:-0.06,0.16; ang_vel:44.11 [CTX] pos:0.30,0.63; rot:173; vel:-0.52,-3.97; ang_vel:29.33 [CTX] pos:-0.91,0.32; rot:329; vel:-0.20,-0.20; ang_vel:39.77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"pos:0.30,0.63; rot:173; vel:-0.52,-3.97; ang_vel:29.33 [CTX] pos:-0.91,0.32; rot:329; vel:-0.20,-0.20; ang_vel:39.77 [CTX] pos:-0.90,0.33; rot:351; vel:-0.23,-0.23; ang_vel:44.95",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-0.91,0.32; rot:329; vel:-0.20,-0.20; ang_vel:39.77 [CTX] pos:-0.90,0.33; rot:351; vel:-0.23,-0.23; ang_vel:44.95 [CTX] pos:-1.75,0.50; rot:299; vel:0.51,1.32; ang_vel:-48.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-0.90,0.33; rot:351; vel:-0.23,-0.23; ang_vel:44.95 [CTX] pos:-1.75,0.50; rot:299; vel:0.51,1.32; ang_vel:-48.22 [CTX] pos:-1.63,0.83; rot:286; vel:0.22,0.56; ang_vel:-21.31",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-1.75,0.50; rot:299; vel:0.51,1.32; ang_vel:-48.22 [CTX] pos:-1.63,0.83; rot:286; vel:0.22,0.56; ang_vel:-21.31 [CTX] pos:-1.62,0.85; rot:285; vel:0.20,0.52; ang_vel:-19.64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-1.63,0.83; rot:286; vel:0.22,0.56; ang_vel:-21.31 [CTX] pos:-1.62,0.85; rot:285; vel:0.20,0.52; ang_vel:-19.64 [CTX] pos:0.08,0.66; rot:273; vel:0.51,0.20; ang_vel:34.41",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-1.62,0.85; rot:285; vel:0.20,0.52; ang_vel:-19.64 [CTX] pos:0.08,0.66; rot:273; vel:0.51,0.20; ang_vel:34.41 [CTX] pos:-0.50,1.19; rot:274; vel:1.68,0.84; ang_vel:-46.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:0.08,0.66; rot:273; vel:0.51,0.20; ang_vel:34.41 [CTX] pos:-0.50,1.19; rot:274; vel:1.68,0.84; ang_vel:-46.10 [CTX] pos:-0.05,1.42; rot:261; vel:0.71,0.36; ang_vel:-19.56",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-0.50,1.19; rot:274; vel:1.68,0.84; ang_vel:-46.10 [CTX] pos:-0.05,1.42; rot:261; vel:0.71,0.36; ang_vel:-19.56 [CTX] pos:0.05,1.47; rot:258; vel:0.52,0.26; ang_vel:-13.55",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:-0.05,1.42; rot:261; vel:0.71,0.36; ang_vel:-19.56 [CTX] pos:0.05,1.47; rot:258; vel:0.52,0.26; ang_vel:-13.55 [CTX] pos:0.87,1.27; rot:256; vel:3.87,-0.99; ang_vel:-8.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:0.05,1.47; rot:258; vel:0.52,0.26; ang_vel:-13.55 [CTX] pos:0.87,1.27; rot:256; vel:3.87,-0.99; ang_vel:-8.65 [CTX] pos:1.39,0.45; rot:297; vel:0.58,-0.11; ang_vel:35.77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"pos:0.87,1.27; rot:256; vel:3.87,-0.99; ang_vel:-8.65 [CTX] pos:1.39,0.45; rot:297; vel:0.58,-0.11; ang_vel:35.77 [CTX] pos:1.39,0.45; rot:300; vel:0.58,-0.11; ang_vel:35.77",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:1.39,0.45; rot:297; vel:0.58,-0.11; ang_vel:35.77 [CTX] pos:1.39,0.45; rot:300; vel:0.58,-0.11; ang_vel:35.77 [CTX] pos:1.61,1.27; rot:235; vel:1.20,0.00; ang_vel:-34.30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:1.39,0.45; rot:300; vel:0.58,-0.11; ang_vel:35.77 [CTX] pos:1.61,1.27; rot:235; vel:1.20,0.00; ang_vel:-34.30 [CTX] pos:1.91,1.27; rot:226; vel:0.60,0.00; ang_vel:-16.45",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:1.61,1.27; rot:235; vel:1.20,0.00; ang_vel:-34.30 [CTX] pos:1.91,1.27; rot:226; vel:0.60,0.00; ang_vel:-16.45 [CTX] pos:2.07,1.11; rot:225; vel:2.85,-2.81; ang_vel:-14.55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:1.91,1.27; rot:226; vel:0.60,0.00; ang_vel:-16.45 [CTX] pos:2.07,1.11; rot:225; vel:2.85,-2.81; ang_vel:-14.55 [CTX] pos:2.32,-0.38; rot:342; vel:0.41,-0.39; ang_vel:32.44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"pos:2.07,1.11; rot:225; vel:2.85,-2.81; ang_vel:-14.55 [CTX] pos:2.32,-0.38; rot:342; vel:0.41,-0.39; ang_vel:32.44 [CTX] pos:2.32,-0.38; rot:348; vel:0.41,-0.39; ang_vel:32.44",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:2.32,-0.38; rot:342; vel:0.41,-0.39; ang_vel:32.44 [CTX] pos:2.32,-0.38; rot:348; vel:0.41,-0.39; ang_vel:32.44 [CTX] pos:2.92,0.24; rot:200; vel:1.42,-1.20; ang_vel:-58.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:2.32,-0.38; rot:348; vel:0.41,-0.39; ang_vel:32.44 [CTX] pos:2.92,0.24; rot:200; vel:1.42,-1.20; ang_vel:-58.45 [CTX] pos:3.34,-0.11; rot:183; vel:0.58,-0.49; ang_vel:-22.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos:2.92,0.24; rot:200; vel:1.42,-1.20; ang_vel:-58.45 [CTX] pos:3.34,-0.11; rot:183; vel:0.58,-0.49; ang_vel:-22.86 [CTX] pos:3.38,-0.15; rot:181; vel:0.47,-0.40; ang_vel:-18.64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
