enemy_distance,enemy_angle,edge_distance,center_distance,enemy_stuck,enemy_behind,skill_ready,dash_ready,situation,category,round,strategy
1.11,-7.4,1.84,4.01,0,1,0,1,"Enemy is 1.11 meters ahead, angle -7.4 degrees, edge distance 1.84, center distance 4.01, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",tournament,5,turn_right_15
1.12,152.3,2.59,0.67,1,0,0,0,"Enemy is 1.12 meters ahead, angle 152.3 degrees, edge distance 2.59, center distance 0.67, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",tournament,1,turn_left_15+accelerate
1.89,-6.0,0.11,2.01,0,1,0,0,"Enemy is 1.89 meters ahead, angle -6.0 degrees, edge distance 0.11, center distance 2.01, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",tournament,4,turn_right_45
0.34,9.0,0.41,2.51,0,0,0,0,"Enemy is 0.34 meters ahead, angle 9.0 degrees, edge distance 0.41, center distance 2.51, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",practice,2,dash
1.09,-19.4,3.76,4.41,1,0,0,0,"Enemy is 1.09 meters ahead, angle -19.4 degrees, edge distance 3.76, center distance 4.41, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",tournament,2,turn_right_90
2.38,3.1,1.61,0.53,0,1,0,0,"Enemy is 2.38 meters ahead, angle 3.1 degrees, edge distance 1.61, center distance 0.53, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",simulation,1,turn_right_15
1.54,77.3,3.34,1.25,1,1,1,1,"Enemy is 1.54 meters ahead, angle 77.3 degrees, edge distance 3.34, center distance 1.25, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",tournament,4,turn_right_45+accelerate
1.49,-164.0,0.81,0.14,0,0,1,0,"Enemy is 1.49 meters ahead, angle -164.0 degrees, edge distance 0.81, center distance 0.14, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",practice,2,dash
0.76,-96.2,3.6,4.92,1,1,0,1,"Enemy is 0.76 meters ahead, angle -96.2 degrees, edge distance 3.6, center distance 4.92, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",tournament,4,turn_right_15+accelerate
0.7,18.7,1.96,4.93,1,1,0,1,"Enemy is 0.7 meters ahead, angle 18.7 degrees, edge distance 1.96, center distance 4.93, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",tournament,3,turn_left_15
2.28,59.6,0.66,1.62,0,0,0,1,"Enemy is 2.28 meters ahead, angle 59.6 degrees, edge distance 0.66, center distance 1.62, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",tournament,2,turn_right_90+dash+accelerate
0.72,75.5,4.52,3.04,1,0,1,0,"Enemy is 0.72 meters ahead, angle 75.5 degrees, edge distance 4.52, center distance 3.04, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",tournament,1,turn_left_45+accelerate
0.84,-92.6,1.55,0.74,1,0,1,0,"Enemy is 0.84 meters ahead, angle -92.6 degrees, edge distance 1.55, center distance 0.74, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",tournament,3,turn_left_90+accelerate
0.22,7.7,2.75,3.23,1,1,1,1,"Enemy is 0.22 meters ahead, angle 7.7 degrees, edge distance 2.75, center distance 3.23, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",tournament,4,boost
1.41,83.8,1.01,0.65,1,0,1,1,"Enemy is 1.41 meters ahead, angle 83.8 degrees, edge distance 1.01, center distance 0.65, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",tournament,4,turn_left_15+accelerate
1.91,84.8,1.93,3.74,1,1,1,0,"Enemy is 1.91 meters ahead, angle 84.8 degrees, edge distance 1.93, center distance 3.74, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",practice,1,turn_right_90+accelerate
0.78,-143.0,2.97,0.13,0,1,0,1,"Enemy is 0.78 meters ahead, angle -143.0 degrees, edge distance 2.97, center distance 0.13, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",simulation,1,turn_right_45+accelerate
0.78,-62.8,3.18,1.43,0,1,1,0,"Enemy is 0.78 meters ahead, angle -62.8 degrees, edge distance 3.18, center distance 1.43, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",simulation,2,turn_right_15+accelerate
2.4,-130.9,3.53,4.1,0,1,1,0,"Enemy is 2.4 meters ahead, angle -130.9 degrees, edge distance 3.53, center distance 4.1, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",tournament,2,turn_left_90+accelerate
2.02,-116.9,4.21,1.77,1,1,1,0,"Enemy is 2.02 meters ahead, angle -116.9 degrees, edge distance 4.21, center distance 1.77, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",simulation,2,turn_right_15+accelerate
0.32,167.2,3.58,3.11,1,0,0,1,"Enemy is 0.32 meters ahead, angle 167.2 degrees, edge distance 3.58, center distance 3.11, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",tournament,1,turn_right_45+accelerate
2.01,95.0,3.26,2.28,0,1,1,0,"Enemy is 2.01 meters ahead, angle 95.0 degrees, edge distance 3.26, center distance 2.28, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",tournament,4,turn_left_15+accelerate
1.76,-42.7,4.11,0.71,1,0,1,1,"Enemy is 1.76 meters ahead, angle -42.7 degrees, edge distance 4.11, center distance 0.71, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",tournament,3,turn_right_15+accelerate
1.38,79.7,1.42,1.08,0,0,0,1,"Enemy is 1.38 meters ahead, angle 79.7 degrees, edge distance 1.42, center distance 1.08, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",tournament,5,turn_right_90+accelerate
0.88,114.3,4.41,4.02,1,1,1,0,"Enemy is 0.88 meters ahead, angle 114.3 degrees, edge distance 4.41, center distance 4.02, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",simulation,4,turn_right_90+accelerate
1.76,-79.2,2.99,3.53,0,1,0,1,"Enemy is 1.76 meters ahead, angle -79.2 degrees, edge distance 2.99, center distance 3.53, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",practice,5,turn_right_45+accelerate
1.7,-21.5,2.69,2.2,0,0,0,0,"Enemy is 1.7 meters ahead, angle -21.5 degrees, edge distance 2.69, center distance 2.2, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",simulation,3,turn_left_90
1.21,-39.7,1.72,2.71,0,1,0,1,"Enemy is 1.21 meters ahead, angle -39.7 degrees, edge distance 1.72, center distance 2.71, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",simulation,3,turn_right_90+accelerate
1.01,133.8,0.3,1.54,1,0,0,0,"Enemy is 1.01 meters ahead, angle 133.8 degrees, edge distance 0.3, center distance 1.54, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",practice,2,turn_left_45+accelerate
2.37,-85.5,4.48,4.28,0,1,0,1,"Enemy is 2.37 meters ahead, angle -85.5 degrees, edge distance 4.48, center distance 4.28, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",simulation,1,turn_right_15+accelerate
0.64,-85.5,0.5,1.53,0,0,1,1,"Enemy is 0.64 meters ahead, angle -85.5 degrees, edge distance 0.5, center distance 1.53, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",simulation,3,turn_right_45+dash+accelerate
0.78,8.2,4.08,1.4,1,1,1,0,"Enemy is 0.78 meters ahead, angle 8.2 degrees, edge distance 4.08, center distance 1.4, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",simulation,2,boost
0.42,66.4,3.63,2.75,0,1,0,0,"Enemy is 0.42 meters ahead, angle 66.4 degrees, edge distance 3.63, center distance 2.75, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",tournament,5,turn_right_90+accelerate
0.21,60.4,1.91,1.83,1,0,1,1,"Enemy is 0.21 meters ahead, angle 60.4 degrees, edge distance 1.91, center distance 1.83, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",simulation,2,turn_right_90+accelerate
1.98,114.3,1.32,3.63,1,1,1,1,"Enemy is 1.98 meters ahead, angle 114.3 degrees, edge distance 1.32, center distance 3.63, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",practice,3,turn_left_45+accelerate
0.85,156.4,1.48,3.26,0,0,1,0,"Enemy is 0.85 meters ahead, angle 156.4 degrees, edge distance 1.48, center distance 3.26, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",practice,2,turn_left_15+accelerate
0.27,-57.4,1.78,1.55,1,0,1,0,"Enemy is 0.27 meters ahead, angle -57.4 degrees, edge distance 1.78, center distance 1.55, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",simulation,1,turn_right_90+accelerate
2.19,123.3,0.8,1.93,0,1,0,1,"Enemy is 2.19 meters ahead, angle 123.3 degrees, edge distance 0.8, center distance 1.93, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",practice,5,turn_right_45+accelerate
0.86,-62.7,2.0,3.45,1,0,1,1,"Enemy is 0.86 meters ahead, angle -62.7 degrees, edge distance 2.0, center distance 3.45, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",simulation,3,turn_left_45+accelerate
0.65,-144.0,0.95,1.06,1,0,1,1,"Enemy is 0.65 meters ahead, angle -144.0 degrees, edge distance 0.95, center distance 1.06, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",tournament,4,turn_left_45+accelerate
1.81,-34.1,4.28,1.63,1,1,0,0,"Enemy is 1.81 meters ahead, angle -34.1 degrees, edge distance 4.28, center distance 1.63, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",tournament,4,turn_left_15+dash+accelerate
0.51,13.4,4.18,2.79,1,1,1,0,"Enemy is 0.51 meters ahead, angle 13.4 degrees, edge distance 4.18, center distance 2.79, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",tournament,4,boost
2.16,-55.9,2.77,2.78,1,0,1,0,"Enemy is 2.16 meters ahead, angle -55.9 degrees, edge distance 2.77, center distance 2.78, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",simulation,1,turn_left_90+accelerate
1.59,99.9,2.18,1.24,1,0,0,1,"Enemy is 1.59 meters ahead, angle 99.9 degrees, edge distance 2.18, center distance 1.24, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",simulation,1,turn_right_90+accelerate
1.52,118.0,3.92,3.26,0,1,0,1,"Enemy is 1.52 meters ahead, angle 118.0 degrees, edge distance 3.92, center distance 3.26, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",practice,4,turn_left_90+accelerate
0.64,178.3,0.32,3.25,1,1,1,1,"Enemy is 0.64 meters ahead, angle 178.3 degrees, edge distance 0.32, center distance 3.25, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",tournament,2,turn_right_90+dash+accelerate
2.12,24.3,3.57,2.36,1,1,0,0,"Enemy is 2.12 meters ahead, angle 24.3 degrees, edge distance 3.57, center distance 2.36, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",simulation,5,turn_left_45+accelerate
1.47,79.0,3.85,2.27,1,1,1,0,"Enemy is 1.47 meters ahead, angle 79.0 degrees, edge distance 3.85, center distance 2.27, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",practice,1,turn_left_45+accelerate
0.37,46.9,2.99,3.56,1,0,0,1,"Enemy is 0.37 meters ahead, angle 46.9 degrees, edge distance 2.99, center distance 3.56, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",tournament,2,turn_right_90+accelerate
1.58,-169.3,4.12,0.13,0,1,0,1,"Enemy is 1.58 meters ahead, angle -169.3 degrees, edge distance 4.12, center distance 0.13, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",simulation,3,turn_left_90+dash+accelerate
1.42,-80.7,0.1,4.08,1,1,1,0,"Enemy is 1.42 meters ahead, angle -80.7 degrees, edge distance 0.1, center distance 4.08, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",practice,1,turn_left_90+accelerate
1.37,98.9,0.83,1.25,1,0,0,1,"Enemy is 1.37 meters ahead, angle 98.9 degrees, edge distance 0.83, center distance 1.25, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",practice,4,turn_right_15+accelerate
2.09,-57.6,3.87,2.86,0,1,0,0,"Enemy is 2.09 meters ahead, angle -57.6 degrees, edge distance 3.87, center distance 2.86, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",simulation,1,turn_left_15+accelerate
0.74,18.9,4.97,4.41,0,1,1,1,"Enemy is 0.74 meters ahead, angle 18.9 degrees, edge distance 4.97, center distance 4.41, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",tournament,3,stay
1.77,171.6,3.79,1.61,0,0,1,0,"Enemy is 1.77 meters ahead, angle 171.6 degrees, edge distance 3.79, center distance 1.61, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",practice,1,turn_left_15+accelerate+boost
1.01,125.1,0.97,1.8,0,0,1,0,"Enemy is 1.01 meters ahead, angle 125.1 degrees, edge distance 0.97, center distance 1.8, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",tournament,3,turn_right_45+accelerate
0.67,59.2,4.69,0.16,1,1,1,0,"Enemy is 0.67 meters ahead, angle 59.2 degrees, edge distance 4.69, center distance 0.16, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",practice,4,turn_left_45+accelerate
1.99,-39.8,3.92,2.44,1,1,1,0,"Enemy is 1.99 meters ahead, angle -39.8 degrees, edge distance 3.92, center distance 2.44, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",tournament,3,boost
2.16,-139.4,0.46,1.44,1,1,1,1,"Enemy is 2.16 meters ahead, angle -139.4 degrees, edge distance 0.46, center distance 1.44, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",practice,3,turn_left_45+dash+accelerate
0.5,44.4,3.66,4.49,0,0,0,0,"Enemy is 0.5 meters ahead, angle 44.4 degrees, edge distance 3.66, center distance 4.49, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",tournament,5,turn_left_90+accelerate
1.75,101.6,0.69,4.76,1,1,0,1,"Enemy is 1.75 meters ahead, angle 101.6 degrees, edge distance 0.69, center distance 4.76, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",simulation,3,turn_left_90+dash+accelerate
0.13,178.9,3.75,3.65,1,1,0,0,"Enemy is 0.13 meters ahead, angle 178.9 degrees, edge distance 3.75, center distance 3.65, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",practice,3,turn_left_45+accelerate
1.21,65.6,4.9,4.21,1,1,0,1,"Enemy is 1.21 meters ahead, angle 65.6 degrees, edge distance 4.9, center distance 4.21, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",tournament,2,turn_right_45+accelerate
1.91,-115.1,1.53,3.18,0,1,1,0,"Enemy is 1.91 meters ahead, angle -115.1 degrees, edge distance 1.53, center distance 3.18, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",simulation,4,turn_left_90+accelerate
2.1,1.0,2.26,4.22,1,1,1,0,"Enemy is 2.1 meters ahead, angle 1.0 degrees, edge distance 2.26, center distance 4.22, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",simulation,2,boost
0.64,-103.9,3.48,1.99,0,0,1,1,"Enemy is 0.64 meters ahead, angle -103.9 degrees, edge distance 3.48, center distance 1.99, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",practice,2,turn_right_90+accelerate
1.92,34.3,1.32,3.55,0,1,1,1,"Enemy is 1.92 meters ahead, angle 34.3 degrees, edge distance 1.32, center distance 3.55, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",tournament,1,turn_left_15
1.98,5.7,2.59,1.19,0,1,1,0,"Enemy is 1.98 meters ahead, angle 5.7 degrees, edge distance 2.59, center distance 1.19, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",tournament,2,turn_left_90
0.2,47.7,0.76,0.38,1,0,0,1,"Enemy is 0.2 meters ahead, angle 47.7 degrees, edge distance 0.76, center distance 0.38, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",tournament,3,turn_left_90+accelerate
0.46,-113.4,3.89,1.62,0,1,0,1,"Enemy is 0.46 meters ahead, angle -113.4 degrees, edge distance 3.89, center distance 1.62, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",practice,1,turn_right_45+accelerate
0.24,61.5,2.77,4.87,0,1,1,0,"Enemy is 0.24 meters ahead, angle 61.5 degrees, edge distance 2.77, center distance 4.87, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",simulation,2,turn_right_45+accelerate
2.49,162.9,2.38,2.72,0,1,1,1,"Enemy is 2.49 meters ahead, angle 162.9 degrees, edge distance 2.38, center distance 2.72, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",simulation,3,turn_right_90
0.22,105.0,2.6,4.95,1,0,0,1,"Enemy is 0.22 meters ahead, angle 105.0 degrees, edge distance 2.6, center distance 4.95, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",practice,5,turn_left_45+accelerate
0.84,38.3,4.11,4.54,0,1,0,0,"Enemy is 0.84 meters ahead, angle 38.3 degrees, edge distance 4.11, center distance 4.54, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",tournament,1,dash
0.18,67.1,1.6,4.28,1,0,1,1,"Enemy is 0.18 meters ahead, angle 67.1 degrees, edge distance 1.6, center distance 4.28, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",simulation,2,turn_right_45+accelerate
1.74,73.4,4.88,2.28,0,1,1,1,"Enemy is 1.74 meters ahead, angle 73.4 degrees, edge distance 4.88, center distance 2.28, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",simulation,5,turn_left_90+accelerate
2.08,-149.6,4.77,4.9,1,1,0,1,"Enemy is 2.08 meters ahead, angle -149.6 degrees, edge distance 4.77, center distance 4.9, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,4,turn_right_90+accelerate
1.62,142.8,3.81,1.97,1,0,1,1,"Enemy is 1.62 meters ahead, angle 142.8 degrees, edge distance 3.81, center distance 1.97, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",simulation,2,turn_left_90+accelerate
2.3,34.0,3.54,3.67,1,0,0,1,"Enemy is 2.3 meters ahead, angle 34.0 degrees, edge distance 3.54, center distance 3.67, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",practice,1,stay
2.18,-126.6,0.97,4.24,0,1,0,1,"Enemy is 2.18 meters ahead, angle -126.6 degrees, edge distance 0.97, center distance 4.24, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",simulation,5,turn_right_90+accelerate
0.81,-172.1,0.57,4.57,1,1,1,0,"Enemy is 0.81 meters ahead, angle -172.1 degrees, edge distance 0.57, center distance 4.57, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",practice,2,boost
2.23,72.9,2.54,3.86,0,1,0,1,"Enemy is 2.23 meters ahead, angle 72.9 degrees, edge distance 2.54, center distance 3.86, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",practice,5,turn_left_90+accelerate
0.88,45.9,1.18,3.8,1,0,1,0,"Enemy is 0.88 meters ahead, angle 45.9 degrees, edge distance 1.18, center distance 3.8, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",tournament,1,turn_right_90+accelerate
2.08,-107.0,4.62,2.45,1,0,0,0,"Enemy is 2.08 meters ahead, angle -107.0 degrees, edge distance 4.62, center distance 2.45, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",simulation,1,turn_right_45+accelerate
1.04,140.4,4.27,0.28,1,1,0,0,"Enemy is 1.04 meters ahead, angle 140.4 degrees, edge distance 4.27, center distance 0.28, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",practice,1,turn_left_45+accelerate
0.17,62.4,0.12,2.71,1,0,0,1,"Enemy is 0.17 meters ahead, angle 62.4 degrees, edge distance 0.12, center distance 2.71, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",simulation,4,turn_right_90+dash+accelerate
0.25,-137.4,4.23,0.61,0,0,0,1,"Enemy is 0.25 meters ahead, angle -137.4 degrees, edge distance 4.23, center distance 0.61, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",tournament,3,turn_left_15+accelerate
1.41,-70.7,4.22,0.13,1,1,0,1,"Enemy is 1.41 meters ahead, angle -70.7 degrees, edge distance 4.22, center distance 0.13, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",simulation,4,turn_left_90+accelerate
0.3,-165.6,3.38,4.13,0,1,1,0,"Enemy is 0.3 meters ahead, angle -165.6 degrees, edge distance 3.38, center distance 4.13, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",practice,2,turn_right_45+accelerate
1.51,21.7,2.91,0.04,0,1,1,1,"Enemy is 1.51 meters ahead, angle 21.7 degrees, edge distance 2.91, center distance 0.04, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",practice,2,turn_left_15+accelerate+boost
0.98,-92.3,4.28,4.31,1,1,1,0,"Enemy is 0.98 meters ahead, angle -92.3 degrees, edge distance 4.28, center distance 4.31, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",simulation,1,turn_right_45+accelerate
0.94,-107.1,3.37,4.0,1,1,0,1,"Enemy is 0.94 meters ahead, angle -107.1 degrees, edge distance 3.37, center distance 4.0, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",tournament,5,turn_right_15+accelerate
2.3,23.8,2.92,4.19,1,1,1,0,"Enemy is 2.3 meters ahead, angle 23.8 degrees, edge distance 2.92, center distance 4.19, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",simulation,2,boost
2.01,-127.1,3.17,4.7,1,1,1,1,"Enemy is 2.01 meters ahead, angle -127.1 degrees, edge distance 3.17, center distance 4.7, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",practice,3,turn_left_90+accelerate
0.95,-115.2,4.68,3.67,1,1,0,0,"Enemy is 0.95 meters ahead, angle -115.2 degrees, edge distance 4.68, center distance 3.67, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",simulation,4,turn_right_45+accelerate
0.29,-137.6,2.52,0.43,1,1,1,0,"Enemy is 0.29 meters ahead, angle -137.6 degrees, edge distance 2.52, center distance 0.43, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",simulation,1,turn_left_45+accelerate
2.15,125.7,2.1,2.56,1,0,1,1,"Enemy is 2.15 meters ahead, angle 125.7 degrees, edge distance 2.1, center distance 2.56, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",simulation,5,turn_left_15+accelerate
1.32,58.4,2.29,2.63,0,0,0,1,"Enemy is 1.32 meters ahead, angle 58.4 degrees, edge distance 2.29, center distance 2.63, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",simulation,1,turn_right_90+accelerate
0.58,-124.1,4.66,1.77,1,0,0,0,"Enemy is 0.58 meters ahead, angle -124.1 degrees, edge distance 4.66, center distance 1.77, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",simulation,4,turn_left_90+accelerate
2.09,-97.2,2.08,4.03,1,1,0,1,"Enemy is 2.09 meters ahead, angle -97.2 degrees, edge distance 2.08, center distance 4.03, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,5,turn_left_15+accelerate
1.65,164.2,1.07,1.02,1,1,1,0,"Enemy is 1.65 meters ahead, angle 164.2 degrees, edge distance 1.07, center distance 1.02, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",practice,4,boost
0.66,-177.0,2.89,1.8,1,1,1,1,"Enemy is 0.66 meters ahead, angle -177.0 degrees, edge distance 2.89, center distance 1.8, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",practice,5,boost
2.31,60.0,2.28,4.08,1,1,1,1,"Enemy is 2.31 meters ahead, angle 60.0 degrees, edge distance 2.28, center distance 4.08, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",simulation,1,turn_right_45+accelerate
2.38,-148.4,4.15,0.79,1,0,1,1,"Enemy is 2.38 meters ahead, angle -148.4 degrees, edge distance 4.15, center distance 0.79, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",tournament,3,turn_right_15+accelerate
1.52,66.7,2.75,0.68,1,1,0,1,"Enemy is 1.52 meters ahead, angle 66.7 degrees, edge distance 2.75, center distance 0.68, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,5,turn_left_90+accelerate
1.12,-114.5,4.85,4.63,0,0,1,0,"Enemy is 1.12 meters ahead, angle -114.5 degrees, edge distance 4.85, center distance 4.63, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",tournament,3,turn_left_15+accelerate
1.74,-92.3,1.39,2.82,0,0,1,1,"Enemy is 1.74 meters ahead, angle -92.3 degrees, edge distance 1.39, center distance 2.82, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",practice,5,turn_left_15+accelerate
0.2,-75.1,1.27,3.81,1,1,0,1,"Enemy is 0.2 meters ahead, angle -75.1 degrees, edge distance 1.27, center distance 3.81, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",tournament,3,turn_left_15+accelerate
0.55,-164.5,2.62,0.2,0,0,0,1,"Enemy is 0.55 meters ahead, angle -164.5 degrees, edge distance 2.62, center distance 0.2, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",practice,1,turn_right_90
0.36,52.2,2.41,3.09,1,1,1,1,"Enemy is 0.36 meters ahead, angle 52.2 degrees, edge distance 2.41, center distance 3.09, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",practice,4,turn_left_45+accelerate
1.31,-71.8,2.55,3.17,1,1,0,1,"Enemy is 1.31 meters ahead, angle -71.8 degrees, edge distance 2.55, center distance 3.17, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",simulation,5,turn_left_45+accelerate
1.12,-131.0,0.51,4.49,0,1,1,0,"Enemy is 1.12 meters ahead, angle -131.0 degrees, edge distance 0.51, center distance 4.49, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",simulation,4,turn_left_15+accelerate
1.12,-42.8,4.6,4.81,0,0,1,1,"Enemy is 1.12 meters ahead, angle -42.8 degrees, edge distance 4.6, center distance 4.81, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",practice,5,turn_right_45+accelerate
1.11,30.6,2.2,4.21,0,1,1,0,"Enemy is 1.11 meters ahead, angle 30.6 degrees, edge distance 2.2, center distance 4.21, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",simulation,1,turn_right_45
1.16,111.4,0.21,0.31,0,0,0,0,"Enemy is 1.16 meters ahead, angle 111.4 degrees, edge distance 0.21, center distance 0.31, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",tournament,1,turn_right_15+accelerate
1.01,-70.2,3.61,0.87,1,0,1,1,"Enemy is 1.01 meters ahead, angle -70.2 degrees, edge distance 3.61, center distance 0.87, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",practice,1,turn_left_15+accelerate
1.73,23.3,0.71,2.89,1,1,1,1,"Enemy is 1.73 meters ahead, angle 23.3 degrees, edge distance 0.71, center distance 2.89, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",practice,5,boost
0.33,178.6,0.48,2.14,0,1,1,1,"Enemy is 0.33 meters ahead, angle 178.6 degrees, edge distance 0.48, center distance 2.14, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",simulation,1,turn_right_90+dash+accelerate
1.83,99.4,3.45,1.82,0,0,1,1,"Enemy is 1.83 meters ahead, angle 99.4 degrees, edge distance 3.45, center distance 1.82, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",practice,1,turn_right_15+accelerate
